file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_sorting\counting_sort.java,chapter_sorting.counting_sort,countingSort/1[int[]],false,37,1,1,1,0,6,1,23,0,8,1,1,0,0,5,0,0,0,0,8,12,4,1,0,0,0,9,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_sorting\counting_sort.java,chapter_sorting.counting_sort,main/1[java.lang.String[]],false,69,2,2,0,2,1,4,8,0,2,1,4,2,1,0,0,0,0,2,20,2,2,0,0,0,0,7,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_sorting\counting_sort.java,chapter_sorting.counting_sort,countingSortNaive/1[int[]],false,14,1,1,1,0,5,1,16,0,5,1,1,0,0,4,0,0,0,0,6,7,2,2,0,0,0,9,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_greedy\max_product_cutting.java,chapter_greedy.max_product_cutting,maxProductCutting/1[int],false,13,0,1,1,0,4,1,14,4,2,1,1,0,0,0,2,0,1,0,14,2,7,1,0,0,0,6,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_greedy\max_product_cutting.java,chapter_greedy.max_product_cutting,main/1[java.lang.String[]],false,33,1,1,0,1,1,2,5,0,2,1,2,1,1,0,0,0,0,1,1,2,1,0,0,0,0,7,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\linkedlist_deque.java,LinkedListDeque,popFirst/0,false,105,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\linkedlist_deque.java,LinkedListDeque,pop/1[boolean],false,75,2,0,0,0,5,1,24,1,3,1,1,1,2,0,2,0,0,0,0,10,0,2,0,0,0,21,2,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\linkedlist_deque.java,LinkedListDeque,pushLast/1[int],false,70,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\linkedlist_deque.java,LinkedListDeque,peekLast/0,false,122,1,0,0,0,2,1,4,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\linkedlist_deque.java,LinkedListDeque,peekFirst/0,false,115,1,0,0,0,2,1,4,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\linkedlist_deque.java,LinkedListDeque,"push/2[int,boolean]",false,43,1,0,0,0,3,1,15,0,1,2,1,1,2,0,0,0,0,0,0,9,0,2,0,0,0,12,2,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\linkedlist_deque.java,LinkedListDeque,pushFirst/1[int],false,65,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\linkedlist_deque.java,LinkedListDeque,LinkedListDeque/0,true,28,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\linkedlist_deque.java,LinkedListDeque,isEmpty/0,false,38,0,0,0,0,2,1,3,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,3,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\linkedlist_deque.java,LinkedListDeque,popLast/0,false,110,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\linkedlist_deque.java,LinkedListDeque,toArray/0,false,129,1,0,0,0,2,1,9,1,3,0,1,1,1,1,0,0,0,0,1,5,0,1,0,0,0,8,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\linkedlist_deque.java,LinkedListDeque,size/0,false,33,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_dynamic_programming\climbing_stairs_constraint_dp.java,chapter_dynamic_programming.climbing_stairs_constraint_dp,main/1[java.lang.String[]],false,30,1,1,0,1,1,3,5,0,2,1,3,1,1,0,0,0,0,1,1,2,0,0,0,0,0,9,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_dynamic_programming\climbing_stairs_constraint_dp.java,chapter_dynamic_programming.climbing_stairs_constraint_dp,climbingStairsConstraintDP/1[int],false,11,1,1,1,0,4,0,15,2,2,1,0,0,0,1,2,0,0,0,28,8,6,1,0,0,0,8,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_greedy\fractional_knapsack.java,chapter_greedy.Item,"Item/2[int,int]",true,17,0,1,1,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_backtracking\preorder_traversal_iii_template.java,chapter_backtracking.preorder_traversal_iii_template,"backtrack/3[java.util.List<utils.TreeNode>,java.util.List<utils.TreeNode>,java.util.List<java.util.List<utils.TreeNode>>]",false,39,2,8,2,6,4,7,12,0,0,3,7,6,1,1,0,0,0,0,0,0,0,2,0,0,0,14,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_backtracking\preorder_traversal_iii_template.java,chapter_backtracking.preorder_traversal_iii_template,"makeChoice/2[java.util.List<utils.TreeNode>,utils.TreeNode]",false,29,1,1,1,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_backtracking\preorder_traversal_iii_template.java,chapter_backtracking.preorder_traversal_iii_template,"isValid/2[java.util.List<utils.TreeNode>,utils.TreeNode]",false,24,1,1,1,0,3,0,3,1,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_backtracking\preorder_traversal_iii_template.java,chapter_backtracking.preorder_traversal_iii_template,"undoChoice/2[java.util.List<utils.TreeNode>,utils.TreeNode]",false,34,1,1,1,0,1,2,3,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_backtracking\preorder_traversal_iii_template.java,chapter_backtracking.preorder_traversal_iii_template,"recordSolution/2[java.util.List<utils.TreeNode>,java.util.List<java.util.List<utils.TreeNode>>]",false,19,1,1,1,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_backtracking\preorder_traversal_iii_template.java,chapter_backtracking.preorder_traversal_iii_template,isSolution/1[java.util.List<utils.TreeNode>],false,14,1,1,1,0,2,3,3,1,0,1,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,3,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_backtracking\preorder_traversal_iii_template.java,chapter_backtracking.preorder_traversal_iii_template,main/1[java.lang.String[]],false,59,3,3,0,3,3,8,15,0,3,1,8,1,2,2,0,0,0,2,7,3,0,2,0,0,0,10,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_stack_and_queue\linkedlist_stack.java,chapter_stack_and_queue.linkedlist_stack,main/1[java.lang.String[]],false,67,1,7,0,7,1,8,17,0,5,1,8,0,0,0,0,0,0,6,5,5,5,0,0,0,0,11,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_tree\binary_search_tree.java,chapter_tree.binary_search_tree,main/1[java.lang.String[]],false,127,4,6,0,6,2,6,23,0,3,1,6,0,0,1,0,0,0,7,20,3,1,1,0,0,0,10,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_deque.java,ArrayDeque,index/1[int],false,39,0,0,0,0,1,1,3,1,0,1,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,3,2,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_deque.java,ArrayDeque,isEmpty/0,false,34,0,0,0,0,2,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_deque.java,ArrayDeque,pushLast/1[int],false,61,0,0,0,0,2,3,9,1,1,1,3,1,1,0,1,0,0,1,0,2,1,1,0,0,0,9,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_deque.java,ArrayDeque,toArray/0,false,106,0,0,0,0,2,1,7,1,3,0,1,0,0,1,0,0,0,0,1,4,0,1,0,0,0,8,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_deque.java,ArrayDeque,popFirst/0,false,74,0,0,0,0,1,2,6,1,1,0,2,1,2,0,0,0,0,0,1,2,1,0,0,0,0,8,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_deque.java,ArrayDeque,size/0,false,29,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_deque.java,ArrayDeque,pushFirst/1[int],false,47,0,0,0,0,2,3,9,1,0,1,3,1,1,0,1,0,0,1,1,2,1,1,0,0,0,8,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_deque.java,ArrayDeque,popLast/0,false,83,0,0,0,0,1,1,5,1,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_deque.java,ArrayDeque,capacity/0,false,24,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_deque.java,ArrayDeque,ArrayDeque/1[int],true,18,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,6,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_deque.java,ArrayDeque,peekFirst/0,false,90,1,0,0,0,2,1,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_stack_and_queue\array_deque.java,ArrayDeque,peekLast/0,false,97,1,0,0,0,2,2,5,1,1,0,2,1,1,0,0,0,0,0,1,1,2,1,0,0,0,14,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_graph\graph_adjacency_list.java,graph_adjacency_list,main/1[String[]],false,84,2,0,0,0,1,7,20,0,4,1,7,0,0,0,0,0,0,5,23,4,0,0,0,0,0,10,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_backtracking\subset_sum_i_naive.java,chapter_backtracking.subset_sum_i_naive,"backtrack/5[java.util.List<java.lang.Integer>,int,int,int[],java.util.List<java.util.List<java.lang.Integer>>]",false,13,2,3,2,1,4,5,14,1,1,5,5,1,0,1,1,0,0,0,2,1,3,2,0,0,0,6,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_backtracking\subset_sum_i_naive.java,chapter_backtracking.subset_sum_i_naive,"subsetSumINaive/2[int[],int]",false,35,2,2,1,1,1,1,7,1,3,2,1,1,1,0,0,0,0,0,1,3,0,0,0,0,0,9,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_backtracking\subset_sum_i_naive.java,chapter_backtracking.subset_sum_i_naive,main/1[java.lang.String[]],false,43,2,1,0,1,1,3,8,0,3,1,3,1,2,0,0,0,0,5,4,3,2,0,0,0,0,9,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_dynamic_programming\unbounded_knapsack.java,unbounded_knapsack,main/1[String[]],false,50,0,0,0,0,1,3,9,0,4,1,3,0,0,0,0,0,0,2,7,5,2,0,0,0,0,11,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_dynamic_programming\unbounded_knapsack.java,unbounded_knapsack,"unboundedKnapsackDP/3[int[],int[],int]",false,11,0,0,0,0,4,1,15,1,4,3,1,0,0,2,0,0,0,0,9,6,9,3,0,0,0,9,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_dynamic_programming\unbounded_knapsack.java,unbounded_knapsack,"unboundedKnapsackDPComp/3[int[],int[],int]",false,31,0,0,0,0,4,1,15,1,4,3,1,0,0,2,0,0,0,0,6,6,6,3,0,0,0,10,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_tree\array_binary_tree.java,array_binary_tree,main/1[String[]],false,101,4,0,0,0,4,12,26,0,8,1,12,0,0,0,3,0,3,18,11,11,8,0,0,0,0,16,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_sorting\heap_sort.java,chapter_sorting.heap_sort,"siftDown/3[int[],int,int]",false,13,1,1,1,0,7,0,14,0,4,3,0,0,0,1,1,0,0,0,4,9,4,2,0,0,0,9,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_sorting\heap_sort.java,chapter_sorting.heap_sort,main/1[java.lang.String[]],false,52,2,1,0,1,1,3,5,0,1,1,3,1,2,0,0,0,0,1,6,1,1,0,0,0,0,5,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_sorting\heap_sort.java,chapter_sorting.heap_sort,heapSort/1[int[]],false,36,2,2,1,1,3,1,11,0,3,1,1,1,1,2,0,0,0,0,8,5,3,1,0,0,0,7,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_dynamic_programming\knapsack.java,knapsack,"knapsackDP/3[int[],int[],int]",false,53,0,0,0,0,4,1,15,1,4,3,1,0,0,2,0,0,0,0,10,6,10,3,0,0,0,8,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_dynamic_programming\knapsack.java,knapsack,"knapsackDFS/4[int[],int[],int,int]",false,14,0,0,0,0,4,2,11,3,2,4,2,0,0,0,2,0,0,0,9,2,8,1,0,0,0,8,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_dynamic_programming\knapsack.java,knapsack,"knapsackDPComp/3[int[],int[],int]",false,73,0,0,0,0,4,1,12,1,4,3,1,0,0,2,0,0,0,0,6,5,6,3,0,0,0,9,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_dynamic_programming\knapsack.java,knapsack,"knapsackDFSMem/5[int[],int[],int[][],int,int]",false,31,0,0,0,0,5,2,15,4,2,5,2,0,0,0,3,0,0,0,10,3,8,1,0,0,0,9,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_dynamic_programming\knapsack.java,knapsack,main/1[String[]],false,90,0,0,0,0,2,6,18,0,6,1,6,0,0,1,0,0,0,4,14,9,6,1,0,0,0,16,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_array_and_linkedlist\linked_list.java,chapter_array_and_linkedlist.linked_list,"find/2[utils.ListNode,int]",false,40,1,1,1,0,3,0,9,2,1,2,0,0,0,1,2,0,0,0,2,2,0,2,0,0,0,7,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_array_and_linkedlist\linked_list.java,chapter_array_and_linkedlist.linked_list,main/1[java.lang.String[]],false,52,3,6,0,6,1,6,23,0,7,1,6,4,1,0,0,0,0,5,8,11,2,0,0,0,0,15,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_array_and_linkedlist\linked_list.java,chapter_array_and_linkedlist.linked_list,"insert/2[utils.ListNode,utils.ListNode]",false,13,1,1,1,0,1,0,5,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_array_and_linkedlist\linked_list.java,chapter_array_and_linkedlist.linked_list,remove/1[utils.ListNode],false,20,1,1,1,0,2,0,6,1,2,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,7,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_array_and_linkedlist\linked_list.java,chapter_array_and_linkedlist.linked_list,"access/2[utils.ListNode,int]",false,30,1,1,1,0,3,0,7,2,1,2,0,0,0,1,1,0,0,0,1,2,0,2,0,0,0,7,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_tree\binary_search_tree.java,chapter_tree.BinarySearchTree,remove/1[int],false,75,2,3,2,1,12,1,29,2,4,1,1,1,0,2,10,0,0,0,0,12,0,3,0,0,0,10,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_tree\binary_search_tree.java,chapter_tree.BinarySearchTree,getRoot/0,false,22,1,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_tree\binary_search_tree.java,chapter_tree.BinarySearchTree,BinarySearchTree/0,true,16,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_tree\binary_search_tree.java,chapter_tree.BinarySearchTree,search/1[int],false,27,1,1,1,0,4,0,9,1,1,1,0,0,0,1,1,0,0,0,0,3,0,3,0,0,0,7,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_tree\binary_search_tree.java,chapter_tree.BinarySearchTree,insert/1[int],false,46,1,2,1,1,6,0,16,2,3,1,0,0,0,1,3,0,0,0,0,9,0,2,0,0,0,9,1,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_sorting\quick_sort.java,QuickSortMedian,"medianThree/4[int[],int,int,int]",false,58,0,0,0,0,9,0,6,3,3,4,0,0,0,0,0,0,4,0,0,3,0,1,0,0,0,8,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_sorting\quick_sort.java,QuickSortMedian,"swap/3[int[],int,int]",false,51,0,0,0,0,1,0,5,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_sorting\quick_sort.java,QuickSortMedian,"partition/3[int[],int,int]",false,68,0,0,0,0,6,2,12,1,3,3,2,0,0,3,0,0,1,0,1,3,2,2,0,0,0,9,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_sorting\quick_sort.java,QuickSortMedian,"quickSort/3[int[],int,int]",false,87,0,0,0,0,2,2,6,1,1,3,2,0,0,0,0,0,0,0,2,1,2,1,0,0,0,6,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_backtracking\permutations_i.java,permutations_i,"backtrack/4[List<Integer>,int[],boolean[],List<List<Integer>>]",false,13,2,0,0,0,4,4,16,1,2,4,4,0,0,1,1,0,0,0,2,4,1,2,0,0,0,7,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_backtracking\permutations_i.java,permutations_i,permutationsI/1[int[]],false,37,2,0,0,0,1,1,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_backtracking\permutations_i.java,permutations_i,main/1[String[]],false,43,1,0,0,0,1,3,6,0,2,1,3,0,0,0,0,0,0,2,3,2,2,0,0,0,0,6,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_sorting\bubble_sort.java,chapter_sorting.bubble_sort,bubbleSort/1[int[]],false,13,1,1,1,0,4,0,11,0,3,1,0,0,0,2,0,0,0,0,6,5,4,3,0,0,0,6,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_sorting\bubble_sort.java,chapter_sorting.bubble_sort,main/1[java.lang.String[]],false,48,2,2,0,2,1,4,8,0,2,1,4,2,1,0,0,0,0,2,12,2,2,0,0,0,0,8,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_sorting\bubble_sort.java,chapter_sorting.bubble_sort,bubbleSortWithFlag/1[int[]],false,29,1,1,1,0,5,0,14,0,4,1,0,0,0,2,0,0,0,0,6,7,4,3,0,0,0,11,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_array_and_linkedlist\linked_list.java,linked_list,remove/1[ListNode],false,20,1,0,0,0,2,0,6,1,2,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,7,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_array_and_linkedlist\linked_list.java,linked_list,"find/2[ListNode,int]",false,40,0,0,0,0,3,0,9,2,1,2,0,0,0,1,2,0,0,0,2,2,0,2,0,0,0,7,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_array_and_linkedlist\linked_list.java,linked_list,"access/2[ListNode,int]",false,30,1,0,0,0,3,0,7,2,1,2,0,0,0,1,1,0,0,0,1,2,0,2,0,0,0,7,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_array_and_linkedlist\linked_list.java,linked_list,main/1[String[]],false,52,1,0,0,0,1,6,23,0,7,1,6,0,0,0,0,0,0,5,8,11,2,0,0,0,0,15,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\zh-hant\codes\java\chapter_array_and_linkedlist\linked_list.java,linked_list,"insert/2[ListNode,ListNode]",false,13,1,0,0,0,1,0,5,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,8,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_stack_and_queue\deque.java,chapter_stack_and_queue.deque,main/1[java.lang.String[]],false,12,0,0,0,0,1,9,23,0,7,1,9,0,0,0,0,0,0,11,5,7,9,0,0,0,0,10,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_backtracking\preorder_traversal_ii_compact.java,chapter_backtracking.preorder_traversal_ii_compact,main/1[java.lang.String[]],false,33,3,3,0,3,3,7,16,0,2,1,7,1,1,2,0,0,0,2,7,4,0,2,0,0,0,11,9,0,false
D:\Pedro\puc\6Semestre\Laboratorio\Analyze-java-repositories\repos\hello-algo\codes\java\chapter_backtracking\preorder_traversal_ii_compact.java,chapter_backtracking.preorder_traversal_ii_compact,preOrder/1[utils.TreeNode],false,17,2,3,2,1,3,5,12,1,0,1,5,1,0,0,2,0,0,0,2,0,1,1,0,0,0,7,8,0,false
